Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
realsense-d455,Intel RealSense D455,"<p>Twice the baseline of a D435i, so depth error at range falls by roughly a factor of four. The one to fit when the robot has to plan across a room.</p><ul><li>95 mm baseline — accurate depth out to 6 m</li><li>RGB and depth share a field of view, so they align without a warp</li><li>Onboard IMU</li><li>Depth error under 2% at 4 m</li></ul><h3>Imaging</h3><table><tr><th>Depth resolution</th><td>1280 × 720</td></tr><tr><th>Frame rate</th><td>Up to 90 fps</td></tr><tr><th>Range</th><td>0.6–6 m</td></tr><tr><th>Depth error</th><td>< 2% at 4 m</td></tr></table><h3>Optics</h3><table><tr><th>Baseline</th><td>95 mm</td></tr><tr><th>FOV</th><td>87° × 58°, matched RGB and depth</td></tr><tr><th>RGB</th><td>1280 × 800 global shutter</td></tr></table><h3>Interface</h3><table><tr><th>IMU</th><td>6-axis</td></tr><tr><th>Connection</th><td>USB 3.1 Gen 1, Type-C</td></tr></table>",Intel,,sensors,"navigation,depth,imu",TRUE,Title,Default Title,MR-SEN-D455,shopify,continue,manual,509.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/realsense-d455.svg,Intel RealSense D455,active
wrist-cam-720,"Wrist Camera, 720p Global Shutter","<p>Eye-in-hand vision on a budget. A global-shutter AR0144 behind a 170° fisheye sees the whole grasp region from a wrist mount, and does not smear when the arm moves.</p><ul><li>Global shutter — the reason a moving wrist camera is usable at all</li><li>170° fisheye keeps the object in frame through the approach</li><li>UVC class: no driver, no SDK, opens as a webcam</li><li>MABEL's essential-tier wrist camera</li></ul><h3>Imaging</h3><table><tr><th>Sensor</th><td>onsemi AR0144, 1/4 in</td></tr><tr><th>Resolution</th><td>1280 × 720</td></tr><tr><th>Frame rate</th><td>60 fps</td></tr><tr><th>Shutter</th><td>Global</td></tr><tr><th>Field of view</th><td>170° diagonal</td></tr></table><h3>Interface</h3><table><tr><th>Connection</th><td>USB 2.0, UVC class</td></tr><tr><th>Driver</th><td>None — UVC</td></tr><tr><th>Mount</th><td>M12 lens, 2 × M2 board mounts</td></tr></table>",MABEL Robotics,,sensors,"mabel,wrist,global-shutter,imitation-learning",TRUE,Title,Default Title,MR-SEN-WR720,shopify,continue,manual,59.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/wrist-cam-720.svg,"Wrist Camera, 720p Global Shutter",active
wrist-cam-1200,"Wrist Camera, 1200p Global Shutter","<p>The same board and sensor as the 720p camera, run at its full 1600 × 1200 and 90 fps. MABEL's build guide calls the step up to this camera the highest-value upgrade in the whole robot: wrist views carry the fine detail a manipulation policy learns from.</p><ul><li>1600 × 1200 at 90 fps, global shutter</li><li>The detail a policy actually trains on</li><li>Identical mounting and cabling to the 720p version</li><li>UVC class — no driver</li></ul><h3>Imaging</h3><table><tr><th>Sensor</th><td>onsemi AR0144, 1/4 in</td></tr><tr><th>Resolution</th><td>1600 × 1200</td></tr><tr><th>Frame rate</th><td>90 fps</td></tr><tr><th>Shutter</th><td>Global</td></tr><tr><th>Field of view</th><td>170° diagonal</td></tr></table><h3>Interface</h3><table><tr><th>Connection</th><td>USB 2.0, UVC class</td></tr><tr><th>Driver</th><td>None — UVC</td></tr><tr><th>Mount</th><td>M12 lens, 2 × M2 board mounts</td></tr></table>",MABEL Robotics,,sensors,"mabel,wrist,global-shutter,imitation-learning",TRUE,Title,Default Title,MR-SEN-WR1200,shopify,continue,manual,99.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/wrist-cam-1200.svg,"Wrist Camera, 1200p Global Shutter",active
head-cam-stereo,"Stereo Head Camera, 1200p","<p>A hardware-synchronised global-shutter stereo pair that hands you raw frames and leaves the matching to you. On a robot where the policy wants images rather than point clouds, that is the right trade.</p><ul><li>3200 × 1200 combined, 60 fps, hardware-synchronised</li><li>112° horizontal field of view</li><li>Global shutter on both imagers</li><li>Matching runs on the host — costs memory, buys flexibility</li></ul><h3>Imaging</h3><table><tr><th>Resolution</th><td>3200 × 1200 combined</td></tr><tr><th>Frame rate</th><td>60 fps</td></tr><tr><th>Shutter</th><td>Global, both imagers</td></tr><tr><th>Synchronisation</th><td>Hardware</td></tr></table><h3>Optics</h3><table><tr><th>Field of view</th><td>112° horizontal</td></tr><tr><th>Baseline</th><td>60 mm</td></tr></table><h3>Interface</h3><table><tr><th>Connection</th><td>USB 3.0, UVC</td></tr><tr><th>Depth</th><td>Host-side matching</td></tr></table>",MABEL Robotics,,sensors,"mabel,head,stereo,global-shutter",TRUE,Title,Default Title,MR-SEN-HEAD,shopify,continue,manual,119.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/head-cam-stereo.svg,"Stereo Head Camera, 1200p",active
ego-camera-rig,Egocentric Capture Rig,"<p>Record demonstrations from the human's point of view, then train on them. A global-shutter wide-angle camera on an adjustable head mount, with a timestamped recorder that stays in sync with a gripper or glove.</p><ul><li>Human-perspective data collection — the UMI-style pipeline</li><li>Global shutter, 1600 × 1200 at 60 fps, 150° field of view</li><li>Hardware timestamps, so frames align with action logs</li><li>Adjustable head mount that survives a full session</li></ul><h3>Imaging</h3><table><tr><th>Resolution</th><td>1600 × 1200</td></tr><tr><th>Frame rate</th><td>60 fps</td></tr><tr><th>Shutter</th><td>Global</td></tr><tr><th>Field of view</th><td>150° diagonal</td></tr></table><h3>Capture</h3><table><tr><th>Timestamps</th><td>Hardware, µs resolution</td></tr><tr><th>Storage</th><td>Host-side, USB 3.0</td></tr><tr><th>Sync</th><td>Trigger in/out for gripper and glove logs</td></tr></table><h3>Mount</h3><table><tr><th>Type</th><td>Adjustable head harness</td></tr><tr><th>Mass</th><td>210 g with mount</td></tr></table>",MABEL Robotics,,sensors,"teleop,data-collection,imitation-learning,umi",TRUE,Title,Default Title,MR-SEN-EGO,shopify,continue,manual,209.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/ego-camera-rig.svg,Egocentric Capture Rig,active
lidar-c1,RPLIDAR C1,"<p>Direct time-of-flight, so accuracy holds at range instead of falling off the way triangulation does. This is the scanner MABEL's build guide recommends for mapping and Nav2.</p><ul><li>Direct time-of-flight — accurate at 12 m, not just at 3</li><li>5 000 samples/s at 10 Hz</li><li>Works in 40 klux — daylight through a window</li><li>ROS 2 driver, maintained</li></ul><h3>Scanning</h3><table><tr><th>Range</th><td>0.05–12 m</td></tr><tr><th>Sample rate</th><td>5 000 /s</td></tr><tr><th>Scan rate</th><td>8–12 Hz</td></tr><tr><th>Method</th><td>Direct time-of-flight</td></tr><tr><th>Angular resolution</th><td>0.72°</td></tr></table><h3>Environment</h3><table><tr><th>Ambient light</th><td>40 klux</td></tr><tr><th>Mass</th><td>110 g</td></tr><tr><th>Interface</th><td>UART / USB adapter</td></tr><tr><th>Supply</th><td>5 V</td></tr></table>",Slamtec,,sensors,"mabel,navigation,slam,2d-lidar",TRUE,Title,Default Title,MR-SEN-C1,shopify,continue,manual,119.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/lidar-c1.svg,RPLIDAR C1,active
lidar-ld19,FHL-LD19 Lidar,"<p>A third of the price of the scanners it competes with, and direct time-of-flight rather than triangulation, so it holds accuracy at range better than its price suggests. Fifty grams.</p><ul><li>12 m DTOF for well under a hundred dollars</li><li>50 g — mount it anywhere</li><li>4 500 samples/s at 10 Hz</li><li>ROS 2 SDK</li></ul><h3>Scanning</h3><table><tr><th>Range</th><td>0.02–12 m</td></tr><tr><th>Sample rate</th><td>4 500 /s</td></tr><tr><th>Scan rate</th><td>10 Hz</td></tr><tr><th>Method</th><td>Direct time-of-flight</td></tr></table><h3>Environment</h3><table><tr><th>Ambient light</th><td>30 klux</td></tr><tr><th>Mass</th><td>50 g</td></tr><tr><th>Interface</th><td>UART</td></tr><tr><th>Supply</th><td>5 V</td></tr></table>",youyeetoo,,sensors,"navigation,slam,2d-lidar,budget",TRUE,Title,Default Title,MR-SEN-LD19,shopify,continue,manual,84.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/lidar-ld19.svg,FHL-LD19 Lidar,active
lidar-mid360,Livox Mid-360,"<p>Full 3-D coverage around the robot in one small dome. Non-repetitive scanning means coverage keeps filling in the longer you dwell, which suits a robot that stops to work.</p><ul><li>360° horizontal, 59° vertical</li><li>Non-repetitive scan — coverage improves with dwell time</li><li>Built-in IMU for tightly-coupled odometry</li><li>40 m range at 10% reflectivity</li></ul><h3>Scanning</h3><table><tr><th>Field of view</th><td>360° × 59°</td></tr><tr><th>Range</th><td>40 m at 10% reflectivity</td></tr><tr><th>Point rate</th><td>200 000 points/s</td></tr><tr><th>Pattern</th><td>Non-repetitive</td></tr></table><h3>Integration</h3><table><tr><th>IMU</th><td>Built in, 200 Hz</td></tr><tr><th>Interface</th><td>Ethernet</td></tr><tr><th>Supply</th><td>9–27 V</td></tr><tr><th>Mass</th><td>265 g</td></tr></table>",Livox,,sensors,"navigation,slam,3d-lidar",TRUE,Title,Default Title,MR-SEN-M360,shopify,continue,manual,959.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/lidar-mid360.svg,Livox Mid-360,active
imu-bno085,BNO085 9-DOF IMU,"<p>An IMU that hands you an orientation instead of three raw vectors. The fusion runs on the sensor, so the host gets a stable quaternion at 100 Hz without spending a core on a filter.</p><ul><li>On-chip fusion — quaternion out, not raw counts</li><li>Accelerometer, gyroscope and magnetometer</li><li>Automatic gyro calibration in the background</li><li>I²C, SPI or UART-RVC</li></ul><h3>Sensing</h3><table><tr><th>Axes</th><td>9 — accel, gyro, magnetometer</td></tr><tr><th>Output rate</th><td>100 Hz fused</td></tr><tr><th>Orientation accuracy</th><td>2.0° dynamic, 1.0° static</td></tr><tr><th>Gyro range</th><td>±2 000 °/s</td></tr></table><h3>Interface</h3><table><tr><th>Buses</th><td>I²C · SPI · UART-RVC</td></tr><tr><th>Supply</th><td>3.3 V</td></tr><tr><th>Reports</th><td>Rotation vector, linear accel, gravity, step, tap</td></tr></table>",MABEL Robotics,,sensors,"imu,orientation",TRUE,Title,Default Title,MR-SEN-BNO,shopify,continue,manual,29.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/imu-bno085.svg,BNO085 9-DOF IMU,active
imu-tactical,Industrial-Grade IMU,"<p>When drift is the thing limiting your odometry, the fix is not a better filter — it is a better gyro. Two orders of magnitude less bias instability than a consumer part.</p><ul><li>0.5 °/h in-run bias stability</li><li>Factory temperature-calibrated over the full range</li><li>Aligned and characterised axes, with the coefficients on the unit</li><li>Fits a tightly-coupled lidar-inertial stack</li></ul><h3>Performance</h3><table><tr><th>Gyro bias instability</th><td>0.5 °/h</td></tr><tr><th>Angular random walk</th><td>0.15 °/√h</td></tr><tr><th>Accel bias instability</th><td>15 µg</td></tr><tr><th>Output rate</th><td>Up to 1 kHz</td></tr></table><h3>Interface</h3><table><tr><th>Buses</th><td>RS-422 · SPI</td></tr><tr><th>Supply</th><td>5 V</td></tr><tr><th>Calibration</th><td>Factory, −40 to 85 °C, coefficients on unit</td></tr></table>",MABEL Robotics,,sensors,"imu,navigation,slam",TRUE,Title,Default Title,MR-SEN-IMUT,shopify,continue,manual,1499.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/imu-tactical.svg,Industrial-Grade IMU,active
ft-sensor,6-Axis Force/Torque Sensor,"<p>Three forces and three torques at the wrist, a thousand times a second. What turns position control into force control, and a rigid arm into one that can lean on something without breaking it.</p><ul><li>Fx, Fy, Fz, Tx, Ty, Tz at 1 kHz</li><li>Temperature compensated in hardware</li><li>Overload stops built into the structure</li><li>Mounts between the arm flange and the hand</li></ul><h3>Ranges</h3><table><tr><th>Fx, Fy</th><td>±200 N</td></tr><tr><th>Fz</th><td>±400 N</td></tr><tr><th>Tx, Ty</th><td>±10 N·m</td></tr><tr><th>Tz</th><td>±10 N·m</td></tr><tr><th>Resolution</th><td>0.05 N / 0.002 N·m</td></tr></table><h3>Interface</h3><table><tr><th>Output rate</th><td>1 kHz</td></tr><tr><th>Bus</th><td>EtherCAT · CAN · RS-485</td></tr><tr><th>Supply</th><td>24 V</td></tr><tr><th>Overload</th><td>Mechanical stops at 300% range</td></tr></table>",MABEL Robotics,,sensors,"force,manipulation,contact",TRUE,Title,Default Title,MR-SEN-FT6,shopify,continue,manual,1799.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/ft-sensor.svg,6-Axis Force/Torque Sensor,active
tactile-fingertip,Tactile Fingertip Sensor,"<p>Contact sensing where contact happens. A magnetic taxel array under a cast silicone pad reads normal and shear force across the fingertip — enough to detect the moment an object starts to slip.</p><ul><li>Normal and shear across a 4 × 4 taxel array</li><li>Slip detection at 200 Hz</li><li>Silicone pad is a wear part — replaceable</li><li>Fits the ORCA fingertip</li></ul><h3>Sensing</h3><table><tr><th>Array</th><td>4 × 4 taxels</td></tr><tr><th>Axes per taxel</th><td>Normal + 2 shear</td></tr><tr><th>Range</th><td>0–10 N normal</td></tr><tr><th>Resolution</th><td>0.01 N</td></tr><tr><th>Output rate</th><td>200 Hz</td></tr></table><h3>Physical</h3><table><tr><th>Pad</th><td>Cast silicone, Shore A20, replaceable</td></tr><tr><th>Interface</th><td>I²C</td></tr><tr><th>Fitment</th><td>ORCA fingertip</td></tr></table>",MABEL Robotics,,sensors,"tactile,orca,hand,manipulation",TRUE,Title,Default Title,MR-SEN-TACT,shopify,continue,manual,299.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/tactile-fingertip.svg,Tactile Fingertip Sensor,active
encoder-as5047,AS5047P Magnetic Encoder,"<p>The encoder inside most home-built FOC drives. Fourteen bits of absolute angle at up to 28 000 rpm, with the magnet and mount included so the air gap is right.</p><ul><li>14-bit absolute — 16 384 counts per revolution</li><li>Dynamic angle error compensation up to 28 000 rpm</li><li>SPI, ABI or PWM output</li><li>Diametric magnet and spacer included</li></ul><h3>Sensing</h3><table><tr><th>Resolution</th><td>14-bit absolute</td></tr><tr><th>Max speed</th><td>28 000 rpm</td></tr><tr><th>Air gap</th><td>0.5–2.5 mm</td></tr><tr><th>Accuracy</th><td>±0.17° with compensation</td></tr></table><h3>Interface</h3><table><tr><th>Outputs</th><td>SPI · ABI incremental · PWM · UVW</td></tr><tr><th>Supply</th><td>3.3 or 5 V</td></tr><tr><th>Includes</th><td>Diametric magnet, mount</td></tr></table>",MABEL Robotics,,sensors,"encoder,foc,joint",TRUE,Title,Default Title,MR-SEN-AS5047,shopify,continue,manual,16.99,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/encoder-as5047.svg,AS5047P Magnetic Encoder,active
jetson-orin-nano,Jetson Orin Nano Super,"<p>The entry point, and the module MABEL's essential build uses. The carrier also accepts Orin NX modules, so it is a route to 16 GB later rather than a dead end.</p><ul><li>67 TOPS at 8 GB</li><li>Carrier accepts Orin NX modules — upgrade without a new board</li><li>15–25 W</li><li>MABEL's essential-tier compute</li></ul><h3>Compute</h3><table><tr><th>Module</th><td>Jetson Orin Nano 8 GB</td></tr><tr><th>AI performance</th><td>67 TOPS (INT8)</td></tr><tr><th>GPU</th><td>1 024-core Ampere, 32 tensor cores</td></tr><tr><th>CPU</th><td>6-core Arm Cortex-A78AE</td></tr><tr><th>Memory</th><td>8 GB LPDDR5, 102 GB/s</td></tr><tr><th>Power</th><td>7–25 W</td></tr></table><h3>I/O</h3><table><tr><th>Networking</th><td>1 × GbE (2.5 GbE on AGX)</td></tr><tr><th>Storage</th><td>M.2 NVMe</td></tr><tr><th>USB</th><td>USB 3.2 Type-A and Type-C</td></tr><tr><th>Camera</th><td>MIPI CSI-2</td></tr></table>",NVIDIA,,compute,"mabel,jetson,edge-ai",TRUE,Title,Default Title,MR-CMP-ORINNANO,shopify,continue,manual,459.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/jetson-orin-nano.svg,Jetson Orin Nano Super,active
jetson-orin-nx16,Jetson Orin NX 16 GB + Carrier,"<p>Memory, not TOPS, is what binds a robot's compute. The policy, the visual SLAM front end, the planner and every camera stream have to be resident at once — and the module is soldered, so you choose this on day one or you buy it twice.</p><ul><li>16 GB — the constraint that actually binds</li><li>157 TOPS</li><li>Carrier included</li><li>MABEL's recommended tier</li></ul><h3>Compute</h3><table><tr><th>Module</th><td>Jetson Orin NX 16 GB</td></tr><tr><th>AI performance</th><td>157 TOPS (INT8)</td></tr><tr><th>GPU</th><td>1 024-core Ampere, 32 tensor cores</td></tr><tr><th>CPU</th><td>8-core Arm Cortex-A78AE</td></tr><tr><th>Memory</th><td>16 GB LPDDR5, 102 GB/s</td></tr><tr><th>Power</th><td>10–25 W</td></tr></table><h3>I/O</h3><table><tr><th>Networking</th><td>1 × GbE (2.5 GbE on AGX)</td></tr><tr><th>Storage</th><td>M.2 NVMe</td></tr><tr><th>USB</th><td>USB 3.2 Type-A and Type-C</td></tr><tr><th>Camera</th><td>MIPI CSI-2</td></tr></table>",NVIDIA,,compute,"mabel,jetson,edge-ai",TRUE,Title,Default Title,MR-CMP-ORINNX16,shopify,continue,manual,1499.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/jetson-orin-nx16.svg,Jetson Orin NX 16 GB + Carrier,active
jetson-agx-orin,Jetson AGX Orin 64 GB,"<p>The development machine that emulates every smaller Orin module, so you can profile on it and deploy down. Sixty watts, which on a battery-powered robot means a power system designed for it.</p><ul><li>64 GB and 275 TOPS</li><li>Emulates every Orin module for profiling</li><li>60 W — plan the power system around it</li><li>12 lanes of camera input</li></ul><h3>Compute</h3><table><tr><th>Module</th><td>Jetson AGX Orin 64 GB</td></tr><tr><th>AI performance</th><td>275 TOPS (INT8)</td></tr><tr><th>GPU</th><td>2 048-core Ampere, 64 tensor cores</td></tr><tr><th>CPU</th><td>12-core Arm Cortex-A78AE</td></tr><tr><th>Memory</th><td>64 GB LPDDR5, 204.8 GB/s</td></tr><tr><th>Power</th><td>15–60 W</td></tr></table><h3>I/O</h3><table><tr><th>Networking</th><td>1 × GbE (2.5 GbE on AGX)</td></tr><tr><th>Storage</th><td>M.2 NVMe</td></tr><tr><th>USB</th><td>USB 3.2 Type-A and Type-C</td></tr><tr><th>Camera</th><td>MIPI CSI-2</td></tr></table>",NVIDIA,,compute,"mabel,jetson,edge-ai",TRUE,Title,Default Title,MR-CMP-AGXORIN,shopify,continue,manual,3999.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/jetson-agx-orin.svg,Jetson AGX Orin 64 GB,active
jetson-thor,Jetson AGX Thor,"<p>Blackwell-class compute on a robot. This is what running a large vision-language-action model on board actually costs — and on MABEL's own bill of materials, this single line is the difference between an $8.5k robot and a $15k one.</p><ul><li>2 070 TFLOPS (FP4) — VLA models on board</li><li>128 GB unified memory</li><li>Blackwell GPU architecture</li><li>The maximum tier, and priced like it</li></ul><h3>Compute</h3><table><tr><th>Module</th><td>Jetson AGX Thor</td></tr><tr><th>AI performance</th><td>2 070 TFLOPS (FP4)</td></tr><tr><th>GPU</th><td>Blackwell architecture</td></tr><tr><th>CPU</th><td>14-core Arm Neoverse-V3AE</td></tr><tr><th>Memory</th><td>128 GB LPDDR5X, 273 GB/s</td></tr><tr><th>Power</th><td>40–130 W</td></tr></table><h3>I/O</h3><table><tr><th>Networking</th><td>1 × GbE (2.5 GbE on AGX)</td></tr><tr><th>Storage</th><td>M.2 NVMe</td></tr><tr><th>USB</th><td>USB 3.2 Type-A and Type-C</td></tr><tr><th>Camera</th><td>MIPI CSI-2</td></tr></table>",NVIDIA,,compute,"mabel,jetson,edge-ai",TRUE,Title,Default Title,MR-CMP-THOR,shopify,continue,manual,6299.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/jetson-thor.svg,Jetson AGX Thor,active
pi5,"Raspberry Pi 5, 8 GB","<p>Not the machine that runs the policy — the one that runs the screen, the audio, the housekeeping and the web interface, so the Jetson's memory stays where it belongs.</p><ul><li>Quad Cortex-A76 at 2.4 GHz</li><li>PCIe 2.0 for NVMe</li><li>Two 4Kp60 display outputs</li><li>Offloads HRI and housekeeping from the Jetson</li></ul><h3>Compute</h3><table><tr><th>CPU</th><td>Quad-core Cortex-A76 at 2.4 GHz</td></tr><tr><th>Memory</th><td>8 GB LPDDR4X</td></tr><tr><th>GPU</th><td>VideoCore VII</td></tr></table><h3>I/O</h3><table><tr><th>Networking</th><td>Gigabit Ethernet, Wi-Fi 5</td></tr><tr><th>USB</th><td>2 × USB 3.0, 2 × USB 2.0</td></tr><tr><th>Expansion</th><td>PCIe 2.0 ×1, 40-pin GPIO</td></tr><tr><th>Display</th><td>2 × micro-HDMI 4Kp60</td></tr></table>",Raspberry Pi,,compute,"compute,aux",TRUE,Title,Default Title,MR-CMP-PI5,shopify,continue,manual,94.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/pi5.svg,"Raspberry Pi 5, 8 GB",active
nvme-2tb,"NVMe SSD, 2 TB","<p>Demonstration data fills a disk faster than anyone expects — four camera streams plus joint states is roughly a gigabyte a minute. This is the drive that keeps a session going.</p><ul><li>2 TB, PCIe 4.0</li><li>7 000 MB/s read, 6 000 MB/s write</li><li>Fits the Jetson carrier's M.2 slot</li><li>Around 30 hours of four-camera episodes</li></ul><h3>Drive</h3><table><tr><th>Capacity</th><td>2 TB</td></tr><tr><th>Interface</th><td>PCIe 4.0 ×4, NVMe 1.4</td></tr><tr><th>Sequential read</th><td>7 000 MB/s</td></tr><tr><th>Sequential write</th><td>6 000 MB/s</td></tr><tr><th>Endurance</th><td>1 200 TBW</td></tr><tr><th>Form factor</th><td>M.2 2280</td></tr></table>",MABEL Robotics,,compute,"storage,data-collection",TRUE,Title,Default Title,MR-CMP-NVME2,shopify,continue,manual,139.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/nvme-2tb.svg,"NVMe SSD, 2 TB",active
training-workstation,Training Workstation,"<p>The other half of the robot. Built and burned in for visuomotor policy training — enough VRAM for large batches of image observations, enough system memory to keep a dataset in page cache, and quiet enough to sit in a lab.</p><ul><li>RTX 5090, 32 GB VRAM</li><li>128 GB ECC system memory</li><li>4 TB NVMe scratch plus 8 TB dataset storage</li><li>Ships with CUDA, PyTorch and the MABEL training stack installed</li></ul><h3>Compute</h3><table><tr><th>GPU</th><td>NVIDIA RTX 5090, 32 GB GDDR7</td></tr><tr><th>CPU</th><td>16-core, 5.4 GHz boost</td></tr><tr><th>Memory</th><td>128 GB DDR5 ECC</td></tr></table><h3>Storage</h3><table><tr><th>Scratch</th><td>4 TB NVMe PCIe 5.0</td></tr><tr><th>Dataset</th><td>8 TB NVMe</td></tr></table><h3>Software</h3><table><tr><th>Preinstalled</th><td>Ubuntu 24.04, CUDA, PyTorch, MABEL training stack</td></tr><tr><th>Warranty</th><td>3 years, parts and labour</td></tr></table>",MABEL Robotics,,compute,"training,workstation",TRUE,Title,Default Title,MR-CMP-WS,shopify,continue,manual,6199.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/training-workstation.svg,Training Workstation,active
hoto-precision-24,HOTO 24-in-1 Precision Screwdriver,"<p>The driver that lives on the bench. A knurled aluminium handle with a spinning cap, and twenty-four S2 bits in the sizes small robots actually use.</p><ul><li>24 S2 steel bits, magnetised</li><li>Spinning end cap for fine work</li><li>Aluminium handle, knurled</li><li>Magnetic bit storage in the base</li></ul><h3>Specification</h3><table><tr><th>Bits</th><td>24, S2 tool steel</td></tr><tr><th>Sizes</th><td>PH, SL, TRX, HEX, Y, U, pentalobe</td></tr><tr><th>Handle</th><td>CNC aluminium, knurled</td></tr><tr><th>Torque</th><td>Up to 3 N·m by hand</td></tr></table>",HOTO,,tools,"tools,assembly",TRUE,Title,Default Title,MR-TL-PRECI,shopify,continue,manual,34.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/hoto-precision-24.svg,HOTO 24-in-1 Precision Screwdriver,active
hoto-electric-driver,HOTO Electric Precision Screwdriver,"<p>Assembling a robot means several hundred M3 screws. This does them at a consistent torque without wearing out your wrist, and still turns by hand for the last quarter turn.</p><ul><li>Three torque settings, 0.1–0.3 N·m</li><li>60-bit set included</li><li>Manual override — finish by feel</li><li>USB-C, 2 hours to full</li></ul><h3>Specification</h3><table><tr><th>Torque settings</th><td>3 (0.1 / 0.2 / 0.3 N·m)</td></tr><tr><th>Speed</th><td>200 rpm</td></tr><tr><th>Battery</th><td>350 mAh, USB-C</td></tr><tr><th>Bits</th><td>60, S2 steel</td></tr><tr><th>Light</th><td>Dual LED ring</td></tr></table>",HOTO,,tools,"tools,assembly",TRUE,Title,Default Title,MR-TL-ELECT,shopify,continue,manual,69.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/hoto-electric-driver.svg,HOTO Electric Precision Screwdriver,active
hoto-ratchet-48,HOTO 48-in-1 Ratchet Wrench Set,"<p>For everything larger than a precision driver: extrusion bolts, wheel hubs, battery terminals. A 72-tooth ratchet needs only five degrees of swing, which matters inside a frame.</p><ul><li>72-tooth ratchet — 5° working swing</li><li>Sockets and bits, 48 pieces</li><li>Chrome-vanadium</li><li>Moulded case that closes when a piece is missing</li></ul><h3>Specification</h3><table><tr><th>Ratchet</th><td>72 tooth, 5° swing, 1/4 in drive</td></tr><tr><th>Pieces</th><td>48</td></tr><tr><th>Material</th><td>Chrome-vanadium steel</td></tr><tr><th>Sockets</th><td>4–14 mm</td></tr></table>",HOTO,,tools,"tools,assembly",TRUE,Title,Default Title,MR-TL-RATCH,shopify,continue,manual,54.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/hoto-ratchet-48.svg,HOTO 48-in-1 Ratchet Wrench Set,active
hoto-laser-measure,HOTO Laser Distance Meter,"<p>Laying out a workspace, checking a mount height, measuring a room before you map it.</p><ul><li>40 m range, ±2 mm</li><li>Area and volume modes</li><li>Backlit display</li><li>USB-C charging</li></ul><h3>Specification</h3><table><tr><th>Range</th><td>0.05–40 m</td></tr><tr><th>Accuracy</th><td>±2 mm</td></tr><tr><th>Modes</th><td>Distance, area, volume, continuous</td></tr><tr><th>Battery</th><td>USB-C rechargeable</td></tr></table>",HOTO,,tools,"tools,assembly",TRUE,Title,Default Title,MR-TL-LASER,shopify,continue,manual,49.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/hoto-laser-measure.svg,HOTO Laser Distance Meter,active
crimper-kit,Ratcheting Crimp Tool Kit,"<p>Three jaw sets and one ratcheting frame. A crimp that is not ratcheted is a crimp that will come apart in a cable chain six months from now.</p><ul><li>Ratcheting frame — consistent, complete crimps</li><li>Jaws for JST-GH, JST-XH/Dupont and ferrules</li><li>Adjustable crimp depth</li><li>Case with room for the contacts</li></ul><h3>Specification</h3><table><tr><th>Frame</th><td>Ratcheting, releasable</td></tr><tr><th>Jaws</th><td>3 sets — JST-GH, XH/Dupont, ferrule</td></tr><tr><th>Range</th><td>0.03–6 mm²</td></tr><tr><th>Adjustment</th><td>Crimp depth, 4 positions</td></tr></table>",MABEL Robotics,,tools,"tools,assembly",TRUE,Title,Default Title,MR-TL-KIT,shopify,continue,manual,79.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/crimper-kit.svg,Ratcheting Crimp Tool Kit,active
